"","chr","start","end","meth.diff","strand","pvalue","qvalue","intron-start","intron-end","gene-start","gene-end","geneID","mRNA-start","mRNA-end","Genbank","Uniprot-ID","Uniprot-Accession","evalue","Product","GO-ID","GO-BP","GO-CC","GO-MF"
"995","NC_035788.1",59053338,59053338,60.3422558511648,"+",1.32068358384173e-42,1.17677814622215e-39,59046520,59056049,59032430,59091607,"111114554",59056721,59091607,"XM_022452912.1","Q8R205","ZC3HA_MOUSE",2e-71,"zinc finger CCCH domain-containing protein 10-like",NA,NA,NA,NA
"996","NC_035788.1",59053338,59053338,60.3422558511648,"+",1.32068358384173e-42,1.17677814622215e-39,59046520,59056049,59032430,59091607,"111114554",59032430,59091607,"XM_022452909.1","Q8R205","ZC3HA_MOUSE",6e-71,"zinc finger CCCH domain-containing protein 10-like",NA,NA,NA,NA
"997","NC_035788.1",59053338,59053338,60.3422558511648,"+",1.32068358384173e-42,1.17677814622215e-39,59046520,59056049,59032430,59091607,"111114554",59069169,59091607,"XM_022452908.1","Q8R205","ZC3HA_MOUSE",2e-71,"zinc finger CCCH domain-containing protein 10-like",NA,NA,NA,NA
"998","NC_035788.1",66989252,66989252,54.8626045400239,"+",4.84498121704087e-17,2.9099092956372e-15,66988945,66989320,66968589,66993270,"111112526",66968589,66993270,"XM_022450055.1","O15084","ANR28_HUMAN",0,"serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A-like","GO:0000139; GO:0005654; GO:0005829; GO:0048208","COPII vesicle coating [GO:0048208]","cytosol [GO:0005829]; Golgi membrane [GO:0000139]; nucleoplasm [GO:0005654]",""
"999","NC_035788.1",66989252,66989252,54.8626045400239,"+",4.84498121704087e-17,2.9099092956372e-15,66988945,66989320,66968589,66993270,"111112526",66968589,66993270,"XM_022450055.1","O15084","ANR28_HUMAN",3e-53,"serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A-like","GO:0000139; GO:0005654; GO:0005829; GO:0048208","COPII vesicle coating [GO:0048208]","cytosol [GO:0005829]; Golgi membrane [GO:0000139]; nucleoplasm [GO:0005654]",""
"1000","NC_035788.1",66989252,66989252,54.8626045400239,"+",4.84498121704087e-17,2.9099092956372e-15,66988945,66989320,66968589,66993270,"111112526",66968589,66993270,"XM_022450053.1","O15084","ANR28_HUMAN",0,"serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A-like","GO:0000139; GO:0005654; GO:0005829; GO:0048208","COPII vesicle coating [GO:0048208]","cytosol [GO:0005829]; Golgi membrane [GO:0000139]; nucleoplasm [GO:0005654]",""
"1001","NC_035788.1",66989252,66989252,54.8626045400239,"+",4.84498121704087e-17,2.9099092956372e-15,66988945,66989320,66968589,66993270,"111112526",66968589,66993270,"XM_022450055.1","O15084","ANR28_HUMAN",2e-35,"serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A-like","GO:0000139; GO:0005654; GO:0005829; GO:0048208","COPII vesicle coating [GO:0048208]","cytosol [GO:0005829]; Golgi membrane [GO:0000139]; nucleoplasm [GO:0005654]",""
"1002","NC_035788.1",66989252,66989252,54.8626045400239,"+",4.84498121704087e-17,2.9099092956372e-15,66988945,66989320,66968589,66993270,"111112526",66968589,66993270,"XM_022450054.1","O15084","ANR28_HUMAN",0,"serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A-like","GO:0000139; GO:0005654; GO:0005829; GO:0048208","COPII vesicle coating [GO:0048208]","cytosol [GO:0005829]; Golgi membrane [GO:0000139]; nucleoplasm [GO:0005654]",""
"1014","NC_035788.1",76194269,76194269,51.6870471014493,"+",4.67963580769016e-25,7.39407364422139e-23,76193694,76194294,76186897,76239777,"111110867",76186897,76236392,"XM_022447517.1","Q6DFV3","RHG21_MOUSE",4e-28,"rho GTPase-activating protein 21-like","GO:0000139; GO:0005096; GO:0005794; GO:0005886; GO:0007030; GO:0007165; GO:0015629; GO:0030054; GO:0030100; GO:0030659; GO:0051683; GO:0051684; GO:0072384","establishment of Golgi localization [GO:0051683]; Golgi organization [GO:0007030]; maintenance of Golgi location [GO:0051684]; organelle transport along microtubule [GO:0072384]; regulation of endocytosis [GO:0030100]; signal transduction [GO:0007165]","actin cytoskeleton [GO:0015629]; cell junction [GO:0030054]; cytoplasmic vesicle membrane [GO:0030659]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; plasma membrane [GO:0005886]","GTPase activator activity [GO:0005096]"
"1015","NC_035788.1",76194269,76194269,51.6870471014493,"+",4.67963580769016e-25,7.39407364422139e-23,76193694,76194294,76186897,76239777,"111110867",76186897,76230073,"XM_022447515.1","Q6DFV3","RHG21_MOUSE",4e-28,"rho GTPase-activating protein 21-like","GO:0000139; GO:0005096; GO:0005794; GO:0005886; GO:0007030; GO:0007165; GO:0015629; GO:0030054; GO:0030100; GO:0030659; GO:0051683; GO:0051684; GO:0072384","establishment of Golgi localization [GO:0051683]; Golgi organization [GO:0007030]; maintenance of Golgi location [GO:0051684]; organelle transport along microtubule [GO:0072384]; regulation of endocytosis [GO:0030100]; signal transduction [GO:0007165]","actin cytoskeleton [GO:0015629]; cell junction [GO:0030054]; cytoplasmic vesicle membrane [GO:0030659]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; plasma membrane [GO:0005886]","GTPase activator activity [GO:0005096]"
"1016","NC_035788.1",76194269,76194269,51.6870471014493,"+",4.67963580769016e-25,7.39407364422139e-23,76193694,76194294,76186897,76239777,"111110867",76186897,76239777,"XM_022447516.1","Q6DFV3","RHG21_MOUSE",2e-90,"rho GTPase-activating protein 21-like","GO:0000139; GO:0005096; GO:0005794; GO:0005886; GO:0007030; GO:0007165; GO:0015629; GO:0030054; GO:0030100; GO:0030659; GO:0051683; GO:0051684; GO:0072384","establishment of Golgi localization [GO:0051683]; Golgi organization [GO:0007030]; maintenance of Golgi location [GO:0051684]; organelle transport along microtubule [GO:0072384]; regulation of endocytosis [GO:0030100]; signal transduction [GO:0007165]","actin cytoskeleton [GO:0015629]; cell junction [GO:0030054]; cytoplasmic vesicle membrane [GO:0030659]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; plasma membrane [GO:0005886]","GTPase activator activity [GO:0005096]"
"1017","NC_035788.1",76194269,76194269,51.6870471014493,"+",4.67963580769016e-25,7.39407364422139e-23,76193694,76194294,76186897,76239777,"111110867",76186897,76222994,"XM_022447514.1","Q6DFV3","RHG21_MOUSE",4e-28,"rho GTPase-activating protein 21-like","GO:0000139; GO:0005096; GO:0005794; GO:0005886; GO:0007030; GO:0007165; GO:0015629; GO:0030054; GO:0030100; GO:0030659; GO:0051683; GO:0051684; GO:0072384","establishment of Golgi localization [GO:0051683]; Golgi organization [GO:0007030]; maintenance of Golgi location [GO:0051684]; organelle transport along microtubule [GO:0072384]; regulation of endocytosis [GO:0030100]; signal transduction [GO:0007165]","actin cytoskeleton [GO:0015629]; cell junction [GO:0030054]; cytoplasmic vesicle membrane [GO:0030659]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; plasma membrane [GO:0005886]","GTPase activator activity [GO:0005096]"
"1018","NC_035788.1",76194269,76194269,51.6870471014493,"+",4.67963580769016e-25,7.39407364422139e-23,76193694,76194294,76186897,76239777,"111110867",76186897,76233437,"XM_022447512.1","Q6DFV3","RHG21_MOUSE",4e-28,"rho GTPase-activating protein 21-like","GO:0000139; GO:0005096; GO:0005794; GO:0005886; GO:0007030; GO:0007165; GO:0015629; GO:0030054; GO:0030100; GO:0030659; GO:0051683; GO:0051684; GO:0072384","establishment of Golgi localization [GO:0051683]; Golgi organization [GO:0007030]; maintenance of Golgi location [GO:0051684]; organelle transport along microtubule [GO:0072384]; regulation of endocytosis [GO:0030100]; signal transduction [GO:0007165]","actin cytoskeleton [GO:0015629]; cell junction [GO:0030054]; cytoplasmic vesicle membrane [GO:0030659]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; plasma membrane [GO:0005886]","GTPase activator activity [GO:0005096]"
"1019","NC_035788.1",76194269,76194269,51.6870471014493,"+",4.67963580769016e-25,7.39407364422139e-23,76193694,76194294,76186897,76239777,"111110867",76186897,76233437,"XM_022447512.1","Q6DFV3","RHG21_MOUSE",2e-90,"rho GTPase-activating protein 21-like","GO:0000139; GO:0005096; GO:0005794; GO:0005886; GO:0007030; GO:0007165; GO:0015629; GO:0030054; GO:0030100; GO:0030659; GO:0051683; GO:0051684; GO:0072384","establishment of Golgi localization [GO:0051683]; Golgi organization [GO:0007030]; maintenance of Golgi location [GO:0051684]; organelle transport along microtubule [GO:0072384]; regulation of endocytosis [GO:0030100]; signal transduction [GO:0007165]","actin cytoskeleton [GO:0015629]; cell junction [GO:0030054]; cytoplasmic vesicle membrane [GO:0030659]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; plasma membrane [GO:0005886]","GTPase activator activity [GO:0005096]"
"1020","NC_035788.1",76194269,76194269,51.6870471014493,"+",4.67963580769016e-25,7.39407364422139e-23,76193694,76194294,76186897,76239777,"111110867",76186897,76236392,"XM_022447511.1","Q6DFV3","RHG21_MOUSE",4e-28,"rho GTPase-activating protein 21-like","GO:0000139; GO:0005096; GO:0005794; GO:0005886; GO:0007030; GO:0007165; GO:0015629; GO:0030054; GO:0030100; GO:0030659; GO:0051683; GO:0051684; GO:0072384","establishment of Golgi localization [GO:0051683]; Golgi organization [GO:0007030]; maintenance of Golgi location [GO:0051684]; organelle transport along microtubule [GO:0072384]; regulation of endocytosis [GO:0030100]; signal transduction [GO:0007165]","actin cytoskeleton [GO:0015629]; cell junction [GO:0030054]; cytoplasmic vesicle membrane [GO:0030659]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; plasma membrane [GO:0005886]","GTPase activator activity [GO:0005096]"
"1021","NC_035788.1",76194269,76194269,51.6870471014493,"+",4.67963580769016e-25,7.39407364422139e-23,76193694,76194294,76186897,76239777,"111110867",76186897,76230073,"XM_022447515.1","Q6DFV3","RHG21_MOUSE",2e-90,"rho GTPase-activating protein 21-like","GO:0000139; GO:0005096; GO:0005794; GO:0005886; GO:0007030; GO:0007165; GO:0015629; GO:0030054; GO:0030100; GO:0030659; GO:0051683; GO:0051684; GO:0072384","establishment of Golgi localization [GO:0051683]; Golgi organization [GO:0007030]; maintenance of Golgi location [GO:0051684]; organelle transport along microtubule [GO:0072384]; regulation of endocytosis [GO:0030100]; signal transduction [GO:0007165]","actin cytoskeleton [GO:0015629]; cell junction [GO:0030054]; cytoplasmic vesicle membrane [GO:0030659]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; plasma membrane [GO:0005886]","GTPase activator activity [GO:0005096]"
"1022","NC_035788.1",76194269,76194269,51.6870471014493,"+",4.67963580769016e-25,7.39407364422139e-23,76193694,76194294,76186897,76239777,"111110867",76186897,76236392,"XM_022447511.1","Q6DFV3","RHG21_MOUSE",2e-90,"rho GTPase-activating protein 21-like","GO:0000139; GO:0005096; GO:0005794; GO:0005886; GO:0007030; GO:0007165; GO:0015629; GO:0030054; GO:0030100; GO:0030659; GO:0051683; GO:0051684; GO:0072384","establishment of Golgi localization [GO:0051683]; Golgi organization [GO:0007030]; maintenance of Golgi location [GO:0051684]; organelle transport along microtubule [GO:0072384]; regulation of endocytosis [GO:0030100]; signal transduction [GO:0007165]","actin cytoskeleton [GO:0015629]; cell junction [GO:0030054]; cytoplasmic vesicle membrane [GO:0030659]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; plasma membrane [GO:0005886]","GTPase activator activity [GO:0005096]"
"1023","NC_035788.1",76194269,76194269,51.6870471014493,"+",4.67963580769016e-25,7.39407364422139e-23,76193694,76194294,76186897,76239777,"111110867",76186897,76236392,"XM_022447513.1","Q5T5U3","RHG21_HUMAN",1e-26,"rho GTPase-activating protein 21-like",NA,NA,NA,NA
"1024","NC_035788.1",76194269,76194269,51.6870471014493,"+",4.67963580769016e-25,7.39407364422139e-23,76193694,76194294,76186897,76239777,"111110867",76186897,76236392,"XM_022447517.1","Q6DFV3","RHG21_MOUSE",2e-90,"rho GTPase-activating protein 21-like","GO:0000139; GO:0005096; GO:0005794; GO:0005886; GO:0007030; GO:0007165; GO:0015629; GO:0030054; GO:0030100; GO:0030659; GO:0051683; GO:0051684; GO:0072384","establishment of Golgi localization [GO:0051683]; Golgi organization [GO:0007030]; maintenance of Golgi location [GO:0051684]; organelle transport along microtubule [GO:0072384]; regulation of endocytosis [GO:0030100]; signal transduction [GO:0007165]","actin cytoskeleton [GO:0015629]; cell junction [GO:0030054]; cytoplasmic vesicle membrane [GO:0030659]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; plasma membrane [GO:0005886]","GTPase activator activity [GO:0005096]"
"1025","NC_035788.1",76194269,76194269,51.6870471014493,"+",4.67963580769016e-25,7.39407364422139e-23,76193694,76194294,76186897,76239777,"111110867",76186897,76236392,"XM_022447513.1","Q5T5U3","RHG21_HUMAN",3e-92,"rho GTPase-activating protein 21-like",NA,NA,NA,NA
"1026","NC_035788.1",76194269,76194269,51.6870471014493,"+",4.67963580769016e-25,7.39407364422139e-23,76193694,76194294,76186897,76239777,"111110867",76186897,76239777,"XM_022447516.1","Q6DFV3","RHG21_MOUSE",4e-28,"rho GTPase-activating protein 21-like","GO:0000139; GO:0005096; GO:0005794; GO:0005886; GO:0007030; GO:0007165; GO:0015629; GO:0030054; GO:0030100; GO:0030659; GO:0051683; GO:0051684; GO:0072384","establishment of Golgi localization [GO:0051683]; Golgi organization [GO:0007030]; maintenance of Golgi location [GO:0051684]; organelle transport along microtubule [GO:0072384]; regulation of endocytosis [GO:0030100]; signal transduction [GO:0007165]","actin cytoskeleton [GO:0015629]; cell junction [GO:0030054]; cytoplasmic vesicle membrane [GO:0030659]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; plasma membrane [GO:0005886]","GTPase activator activity [GO:0005096]"
"1027","NC_035788.1",76194269,76194269,51.6870471014493,"+",4.67963580769016e-25,7.39407364422139e-23,76193694,76194294,76186897,76239777,"111110867",76186897,76222994,"XM_022447514.1","Q6DFV3","RHG21_MOUSE",2e-90,"rho GTPase-activating protein 21-like","GO:0000139; GO:0005096; GO:0005794; GO:0005886; GO:0007030; GO:0007165; GO:0015629; GO:0030054; GO:0030100; GO:0030659; GO:0051683; GO:0051684; GO:0072384","establishment of Golgi localization [GO:0051683]; Golgi organization [GO:0007030]; maintenance of Golgi location [GO:0051684]; organelle transport along microtubule [GO:0072384]; regulation of endocytosis [GO:0030100]; signal transduction [GO:0007165]","actin cytoskeleton [GO:0015629]; cell junction [GO:0030054]; cytoplasmic vesicle membrane [GO:0030659]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; plasma membrane [GO:0005886]","GTPase activator activity [GO:0005096]"
"1028","NC_035788.1",76194282,76194282,50.5917808219178,"+",1.33675244747306e-23,1.82144679531432e-21,76193694,76194294,76186897,76239777,"111110867",76186897,76222994,"XM_022447514.1","Q6DFV3","RHG21_MOUSE",4e-28,"rho GTPase-activating protein 21-like","GO:0000139; GO:0005096; GO:0005794; GO:0005886; GO:0007030; GO:0007165; GO:0015629; GO:0030054; GO:0030100; GO:0030659; GO:0051683; GO:0051684; GO:0072384","establishment of Golgi localization [GO:0051683]; Golgi organization [GO:0007030]; maintenance of Golgi location [GO:0051684]; organelle transport along microtubule [GO:0072384]; regulation of endocytosis [GO:0030100]; signal transduction [GO:0007165]","actin cytoskeleton [GO:0015629]; cell junction [GO:0030054]; cytoplasmic vesicle membrane [GO:0030659]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; plasma membrane [GO:0005886]","GTPase activator activity [GO:0005096]"
"1029","NC_035788.1",76194282,76194282,50.5917808219178,"+",1.33675244747306e-23,1.82144679531432e-21,76193694,76194294,76186897,76239777,"111110867",76186897,76222994,"XM_022447514.1","Q6DFV3","RHG21_MOUSE",2e-90,"rho GTPase-activating protein 21-like","GO:0000139; GO:0005096; GO:0005794; GO:0005886; GO:0007030; GO:0007165; GO:0015629; GO:0030054; GO:0030100; GO:0030659; GO:0051683; GO:0051684; GO:0072384","establishment of Golgi localization [GO:0051683]; Golgi organization [GO:0007030]; maintenance of Golgi location [GO:0051684]; organelle transport along microtubule [GO:0072384]; regulation of endocytosis [GO:0030100]; signal transduction [GO:0007165]","actin cytoskeleton [GO:0015629]; cell junction [GO:0030054]; cytoplasmic vesicle membrane [GO:0030659]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; plasma membrane [GO:0005886]","GTPase activator activity [GO:0005096]"
"1030","NC_035788.1",76194282,76194282,50.5917808219178,"+",1.33675244747306e-23,1.82144679531432e-21,76193694,76194294,76186897,76239777,"111110867",76186897,76233437,"XM_022447512.1","Q6DFV3","RHG21_MOUSE",4e-28,"rho GTPase-activating protein 21-like","GO:0000139; GO:0005096; GO:0005794; GO:0005886; GO:0007030; GO:0007165; GO:0015629; GO:0030054; GO:0030100; GO:0030659; GO:0051683; GO:0051684; GO:0072384","establishment of Golgi localization [GO:0051683]; Golgi organization [GO:0007030]; maintenance of Golgi location [GO:0051684]; organelle transport along microtubule [GO:0072384]; regulation of endocytosis [GO:0030100]; signal transduction [GO:0007165]","actin cytoskeleton [GO:0015629]; cell junction [GO:0030054]; cytoplasmic vesicle membrane [GO:0030659]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; plasma membrane [GO:0005886]","GTPase activator activity [GO:0005096]"
"1031","NC_035788.1",76194282,76194282,50.5917808219178,"+",1.33675244747306e-23,1.82144679531432e-21,76193694,76194294,76186897,76239777,"111110867",76186897,76236392,"XM_022447511.1","Q6DFV3","RHG21_MOUSE",4e-28,"rho GTPase-activating protein 21-like","GO:0000139; GO:0005096; GO:0005794; GO:0005886; GO:0007030; GO:0007165; GO:0015629; GO:0030054; GO:0030100; GO:0030659; GO:0051683; GO:0051684; GO:0072384","establishment of Golgi localization [GO:0051683]; Golgi organization [GO:0007030]; maintenance of Golgi location [GO:0051684]; organelle transport along microtubule [GO:0072384]; regulation of endocytosis [GO:0030100]; signal transduction [GO:0007165]","actin cytoskeleton [GO:0015629]; cell junction [GO:0030054]; cytoplasmic vesicle membrane [GO:0030659]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; plasma membrane [GO:0005886]","GTPase activator activity [GO:0005096]"
"1032","NC_035788.1",76194282,76194282,50.5917808219178,"+",1.33675244747306e-23,1.82144679531432e-21,76193694,76194294,76186897,76239777,"111110867",76186897,76239777,"XM_022447516.1","Q6DFV3","RHG21_MOUSE",2e-90,"rho GTPase-activating protein 21-like","GO:0000139; GO:0005096; GO:0005794; GO:0005886; GO:0007030; GO:0007165; GO:0015629; GO:0030054; GO:0030100; GO:0030659; GO:0051683; GO:0051684; GO:0072384","establishment of Golgi localization [GO:0051683]; Golgi organization [GO:0007030]; maintenance of Golgi location [GO:0051684]; organelle transport along microtubule [GO:0072384]; regulation of endocytosis [GO:0030100]; signal transduction [GO:0007165]","actin cytoskeleton [GO:0015629]; cell junction [GO:0030054]; cytoplasmic vesicle membrane [GO:0030659]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; plasma membrane [GO:0005886]","GTPase activator activity [GO:0005096]"
