"","Genbank","V2","Uniprot","V4","pident","length","mismatch","gapopen","qstart","qend","sstart","send","evalue","bitscore","mRNAchromosome","Gnomon","mRNA","mRNAstart","mRNAend","V6","mRNAstrand","V8","V9","DMRchromosome","DMRstart","DMRend","DMR","Percentdiff","ID","Parent","Dbxref=GeneID","V18","V19","V20","Name","V22","V23","V24","V25","V26","V27","V28","V29","NA"
"197","XM_022490224.1","sp","Q8BI55","DYRK4_MOUSE",61.89,433,161,1,911,2209,89,517,0,591,"NC_035780.1","Gnomon","mRNA",625970,660054,".","-",".","ID=rna58;Parent=gene38;Dbxref=GeneID:111138321,Genbank:XM_022490224.1;Name=XM_022490224.1;gbkey=mRNA;gene=LOC111138321;model_evidence=Supporting evidence includes similarity to: 13 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 3 samples with support for all annotated introns;product=dual specificity tyrosine-phosphorylation-regulated kinase 4-like%2C transcript variant X1;transcript_id=XM_022490224.1","NC_035780.1",573700,573800,"DMR",52,-52170,"ID=rna58","Parent=gene38","Dbxref=GeneID",111138321,"Genbank","Name=XM_022490224.1","gbkey=mRNA","gene=LOC111138321","model_evidence=Supporting evidence includes similarity to"," 13 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 3 samples with support for all annotated introns","product=dual specificity tyrosine-phosphorylation-regulated kinase 4-like%2C transcript variant X1","transcript_id=XM_022490224.1","","",""
"198","XM_022490233.1","sp","Q8BI55","DYRK4_MOUSE",61.89,433,161,1,612,1910,89,517,0,591,"NC_035780.1","Gnomon","mRNA",625970,662443,".","-",".","ID=rna52;Parent=gene38;Dbxref=GeneID:111138321,Genbank:XM_022490233.1;Name=XM_022490233.1;gbkey=mRNA;gene=LOC111138321;model_evidence=Supporting evidence includes similarity to: 13 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 1 sample with support for all annotated introns;product=dual specificity tyrosine-phosphorylation-regulated kinase 4-like%2C transcript variant X2;transcript_id=XM_022490233.1","NC_035780.1",573700,573800,"DMR",52,-52170,"ID=rna52","Parent=gene38","Dbxref=GeneID",111138321,"Genbank","Name=XM_022490233.1","gbkey=mRNA","gene=LOC111138321","model_evidence=Supporting evidence includes similarity to"," 13 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 1 sample with support for all annotated introns","product=dual specificity tyrosine-phosphorylation-regulated kinase 4-like%2C transcript variant X2","transcript_id=XM_022490233.1","","",""
"199","XM_022490242.1","sp","Q8BI55","DYRK4_MOUSE",61.89,433,161,1,723,2021,89,517,0,591,"NC_035780.1","Gnomon","mRNA",625970,660030,".","-",".","ID=rna60;Parent=gene38;Dbxref=GeneID:111138321,Genbank:XM_022490242.1;Name=XM_022490242.1;gbkey=mRNA;gene=LOC111138321;model_evidence=Supporting evidence includes similarity to: 13 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 1 sample with support for all annotated introns;product=dual specificity tyrosine-phosphorylation-regulated kinase 4-like%2C transcript variant X3;transcript_id=XM_022490242.1","NC_035780.1",573700,573800,"DMR",52,-52170,"ID=rna60","Parent=gene38","Dbxref=GeneID",111138321,"Genbank","Name=XM_022490242.1","gbkey=mRNA","gene=LOC111138321","model_evidence=Supporting evidence includes similarity to"," 13 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 1 sample with support for all annotated introns","product=dual specificity tyrosine-phosphorylation-regulated kinase 4-like%2C transcript variant X3","transcript_id=XM_022490242.1","","",""
"200","XM_022490250.1","sp","Q8BI55","DYRK4_MOUSE",60.74,433,166,1,913,2211,89,517,0,578,"NC_035780.1","Gnomon","mRNA",625970,660056,".","-",".","ID=rna54;Parent=gene38;Dbxref=GeneID:111138321,Genbank:XM_022490250.1;Name=XM_022490250.1;gbkey=mRNA;gene=LOC111138321;model_evidence=Supporting evidence includes similarity to: 2 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 1 sample with support for all annotated introns;product=dual specificity tyrosine-phosphorylation-regulated kinase 4-like%2C transcript variant X4;transcript_id=XM_022490250.1","NC_035780.1",573700,573800,"DMR",52,-52170,"ID=rna54","Parent=gene38","Dbxref=GeneID",111138321,"Genbank","Name=XM_022490250.1","gbkey=mRNA","gene=LOC111138321","model_evidence=Supporting evidence includes similarity to"," 2 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 1 sample with support for all annotated introns","product=dual specificity tyrosine-phosphorylation-regulated kinase 4-like%2C transcript variant X4","transcript_id=XM_022490250.1","","",""
"201","XM_022490258.1","sp","Q8BI55","DYRK4_MOUSE",61.89,433,161,1,911,2209,89,517,0,591,"NC_035780.1","Gnomon","mRNA",625970,660054,".","-",".","ID=rna57;Parent=gene38;Dbxref=GeneID:111138321,Genbank:XM_022490258.1;Name=XM_022490258.1;gbkey=mRNA;gene=LOC111138321;model_evidence=Supporting evidence includes similarity to: 12 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 7 samples with support for all annotated introns;product=dual specificity tyrosine-phosphorylation-regulated kinase 4-like%2C transcript variant X5;transcript_id=XM_022490258.1","NC_035780.1",573700,573800,"DMR",52,-52170,"ID=rna57","Parent=gene38","Dbxref=GeneID",111138321,"Genbank","Name=XM_022490258.1","gbkey=mRNA","gene=LOC111138321","model_evidence=Supporting evidence includes similarity to"," 12 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 7 samples with support for all annotated introns","product=dual specificity tyrosine-phosphorylation-regulated kinase 4-like%2C transcript variant X5","transcript_id=XM_022490258.1","","",""
"202","XM_022490269.1","sp","Q8BI55","DYRK4_MOUSE",61.89,433,161,1,817,2115,89,517,0,590,"NC_035780.1","Gnomon","mRNA",625970,660053,".","-",".","ID=rna59;Parent=gene38;Dbxref=GeneID:111138321,Genbank:XM_022490269.1;Name=XM_022490269.1;gbkey=mRNA;gene=LOC111138321;model_evidence=Supporting evidence includes similarity to: 12 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 5 samples with support for all annotated introns;product=dual specificity tyrosine-phosphorylation-regulated kinase 4-like%2C transcript variant X6;transcript_id=XM_022490269.1","NC_035780.1",573700,573800,"DMR",52,-52170,"ID=rna59","Parent=gene38","Dbxref=GeneID",111138321,"Genbank","Name=XM_022490269.1","gbkey=mRNA","gene=LOC111138321","model_evidence=Supporting evidence includes similarity to"," 12 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 5 samples with support for all annotated introns","product=dual specificity tyrosine-phosphorylation-regulated kinase 4-like%2C transcript variant X6","transcript_id=XM_022490269.1","","",""
"203","XM_022490276.1","sp","Q8BI55","DYRK4_MOUSE",61.89,433,161,1,517,1815,89,517,0,590,"NC_035780.1","Gnomon","mRNA",625970,662441,".","-",".","ID=rna53;Parent=gene38;Dbxref=GeneID:111138321,Genbank:XM_022490276.1;Name=XM_022490276.1;gbkey=mRNA;gene=LOC111138321;model_evidence=Supporting evidence includes similarity to: 12 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 3 samples with support for all annotated introns;product=dual specificity tyrosine-phosphorylation-regulated kinase 4-like%2C transcript variant X7;transcript_id=XM_022490276.1","NC_035780.1",573700,573800,"DMR",52,-52170,"ID=rna53","Parent=gene38","Dbxref=GeneID",111138321,"Genbank","Name=XM_022490276.1","gbkey=mRNA","gene=LOC111138321","model_evidence=Supporting evidence includes similarity to"," 12 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 3 samples with support for all annotated introns","product=dual specificity tyrosine-phosphorylation-regulated kinase 4-like%2C transcript variant X7","transcript_id=XM_022490276.1","","",""
"204","XM_022490283.1","sp","Q8BI55","DYRK4_MOUSE",61.89,433,161,1,902,2200,89,517,0,590,"NC_035780.1","Gnomon","mRNA",625970,644128,".","-",".","ID=rna63;Parent=gene38;Dbxref=GeneID:111138321,Genbank:XM_022490283.1;Name=XM_022490283.1;gbkey=mRNA;gene=LOC111138321;model_evidence=Supporting evidence includes similarity to: 12 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 6 samples with support for all annotated introns;product=dual specificity tyrosine-phosphorylation-regulated kinase 4-like%2C transcript variant X8;transcript_id=XM_022490283.1","NC_035780.1",573700,573800,"DMR",52,-52170,"ID=rna63","Parent=gene38","Dbxref=GeneID",111138321,"Genbank","Name=XM_022490283.1","gbkey=mRNA","gene=LOC111138321","model_evidence=Supporting evidence includes similarity to"," 12 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 6 samples with support for all annotated introns","product=dual specificity tyrosine-phosphorylation-regulated kinase 4-like%2C transcript variant X8","transcript_id=XM_022490283.1","","",""
"205","XM_022490289.1","sp","Q8BI55","DYRK4_MOUSE",61.89,433,161,1,911,2209,89,517,0,590,"NC_035780.1","Gnomon","mRNA",625970,660054,".","-",".","ID=rna56;Parent=gene38;Dbxref=GeneID:111138321,Genbank:XM_022490289.1;Name=XM_022490289.1;gbkey=mRNA;gene=LOC111138321;model_evidence=Supporting evidence includes similarity to: 12 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 6 samples with support for all annotated introns;product=dual specificity tyrosine-phosphorylation-regulated kinase 4-like%2C transcript variant X9;transcript_id=XM_022490289.1","NC_035780.1",573700,573800,"DMR",52,-52170,"ID=rna56","Parent=gene38","Dbxref=GeneID",111138321,"Genbank","Name=XM_022490289.1","gbkey=mRNA","gene=LOC111138321","model_evidence=Supporting evidence includes similarity to"," 12 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 6 samples with support for all annotated introns","product=dual specificity tyrosine-phosphorylation-regulated kinase 4-like%2C transcript variant X9","transcript_id=XM_022490289.1","","",""
"206","XM_022490297.1","sp","Q8BI55","DYRK4_MOUSE",61.89,433,161,1,911,2209,89,517,0,590,"NC_035780.1","Gnomon","mRNA",625970,660054,".","-",".","ID=rna55;Parent=gene38;Dbxref=GeneID:111138321,Genbank:XM_022490297.1;Name=XM_022490297.1;gbkey=mRNA;gene=LOC111138321;model_evidence=Supporting evidence includes similarity to: 12 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 7 samples with support for all annotated introns;product=dual specificity tyrosine-phosphorylation-regulated kinase 4-like%2C transcript variant X10;transcript_id=XM_022490297.1","NC_035780.1",573700,573800,"DMR",52,-52170,"ID=rna55","Parent=gene38","Dbxref=GeneID",111138321,"Genbank","Name=XM_022490297.1","gbkey=mRNA","gene=LOC111138321","model_evidence=Supporting evidence includes similarity to"," 12 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 7 samples with support for all annotated introns","product=dual specificity tyrosine-phosphorylation-regulated kinase 4-like%2C transcript variant X10","transcript_id=XM_022490297.1","","",""
"207","XM_022490303.1","sp","Q8BI55","DYRK4_MOUSE",61.89,433,161,1,910,2208,89,517,0,590,"NC_035780.1","Gnomon","mRNA",627589,660053,".","-",".","ID=rna71;Parent=gene38;Dbxref=GeneID:111138321,Genbank:XM_022490303.1;Name=XM_022490303.1;gbkey=mRNA;gene=LOC111138321;model_evidence=Supporting evidence includes similarity to: 12 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 4 samples with support for all annotated introns;product=dual specificity tyrosine-phosphorylation-regulated kinase 4-like%2C transcript variant X11;transcript_id=XM_022490303.1","NC_035780.1",573700,573800,"DMR",52,-53789,"ID=rna71","Parent=gene38","Dbxref=GeneID",111138321,"Genbank","Name=XM_022490303.1","gbkey=mRNA","gene=LOC111138321","model_evidence=Supporting evidence includes similarity to"," 12 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 4 samples with support for all annotated introns","product=dual specificity tyrosine-phosphorylation-regulated kinase 4-like%2C transcript variant X11","transcript_id=XM_022490303.1","","",""
"208","XM_022490310.1","sp","Q8BI55","DYRK4_MOUSE",61.89,433,161,1,910,2208,89,517,0,590,"NC_035780.1","Gnomon","mRNA",627579,660053,".","-",".","ID=rna69;Parent=gene38;Dbxref=GeneID:111138321,Genbank:XM_022490310.1;Name=XM_022490310.1;gbkey=mRNA;gene=LOC111138321;model_evidence=Supporting evidence includes similarity to: 12 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 4 samples with support for all annotated introns;product=dual specificity tyrosine-phosphorylation-regulated kinase 4-like%2C transcript variant X12;transcript_id=XM_022490310.1","NC_035780.1",573700,573800,"DMR",52,-53779,"ID=rna69","Parent=gene38","Dbxref=GeneID",111138321,"Genbank","Name=XM_022490310.1","gbkey=mRNA","gene=LOC111138321","model_evidence=Supporting evidence includes similarity to"," 12 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 4 samples with support for all annotated introns","product=dual specificity tyrosine-phosphorylation-regulated kinase 4-like%2C transcript variant X12","transcript_id=XM_022490310.1","","",""
"209","XM_022490316.1","sp","Q8BI55","DYRK4_MOUSE",61.89,433,161,1,1476,2774,89,517,0,591,"NC_035780.1","Gnomon","mRNA",625970,639980,".","-",".","ID=rna64;Parent=gene38;Dbxref=GeneID:111138321,Genbank:XM_022490316.1;Name=XM_022490316.1;gbkey=mRNA;gene=LOC111138321;model_evidence=Supporting evidence includes similarity to: 12 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 6 samples with support for all annotated introns;product=dual specificity tyrosine-phosphorylation-regulated kinase 4-like%2C transcript variant X13;transcript_id=XM_022490316.1","NC_035780.1",573700,573800,"DMR",52,-52170,"ID=rna64","Parent=gene38","Dbxref=GeneID",111138321,"Genbank","Name=XM_022490316.1","gbkey=mRNA","gene=LOC111138321","model_evidence=Supporting evidence includes similarity to"," 12 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 6 samples with support for all annotated introns","product=dual specificity tyrosine-phosphorylation-regulated kinase 4-like%2C transcript variant X13","transcript_id=XM_022490316.1","","",""
"210","XM_022490325.1","sp","Q8BI55","DYRK4_MOUSE",61.89,433,161,1,1474,2772,89,517,0,591,"NC_035780.1","Gnomon","mRNA",625970,639978,".","-",".","ID=rna65;Parent=gene38;Dbxref=GeneID:111138321,Genbank:XM_022490325.1;Name=XM_022490325.1;gbkey=mRNA;gene=LOC111138321;model_evidence=Supporting evidence includes similarity to: 13 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 13 samples with support for all annotated introns;product=dual specificity tyrosine-phosphorylation-regulated kinase 4-like%2C transcript variant X14;transcript_id=XM_022490325.1","NC_035780.1",573700,573800,"DMR",52,-52170,"ID=rna65","Parent=gene38","Dbxref=GeneID",111138321,"Genbank","Name=XM_022490325.1","gbkey=mRNA","gene=LOC111138321","model_evidence=Supporting evidence includes similarity to"," 13 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 13 samples with support for all annotated introns","product=dual specificity tyrosine-phosphorylation-regulated kinase 4-like%2C transcript variant X14","transcript_id=XM_022490325.1","","",""
"211","XM_022490333.1","sp","Q8BI55","DYRK4_MOUSE",61.89,433,161,1,511,1809,89,517,0,590,"NC_035780.1","Gnomon","mRNA",625970,650395,".","-",".","ID=rna61;Parent=gene38;Dbxref=GeneID:111138321,Genbank:XM_022490333.1;Name=XM_022490333.1;gbkey=mRNA;gene=LOC111138321;model_evidence=Supporting evidence includes similarity to: 12 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 5 samples with support for all annotated introns;product=dual specificity tyrosine-phosphorylation-regulated kinase 4-like%2C transcript variant X15;transcript_id=XM_022490333.1","NC_035780.1",573700,573800,"DMR",52,-52170,"ID=rna61","Parent=gene38","Dbxref=GeneID",111138321,"Genbank","Name=XM_022490333.1","gbkey=mRNA","gene=LOC111138321","model_evidence=Supporting evidence includes similarity to"," 12 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 5 samples with support for all annotated introns","product=dual specificity tyrosine-phosphorylation-regulated kinase 4-like%2C transcript variant X15","transcript_id=XM_022490333.1","","",""
