"","Genbank","V2","Uniprot","V4","pident","length","mismatch","gapopen","qstart","qend","sstart","send","evalue","bitscore","DMRchromosome","DMRstart","DMRend","DMRstrand","V5","mRNAchromosome","Gnomon","mRNA","mRNAstart","mRNAend","V11","mRNAstrand","V13","ID","Parent","Dbxref=GeneID","V17","V18","Name","V21","V22","V23","V24","V25","V26","V27","V28","V29"
"442","XM_022483495.1","sp","Q460N5","PAR14_HUMAN",26.92,182,121,5,3676,4221,1217,1386,4e-07,60.1,"NC_035784.1",83751100,83751200,"DMR",63,"NC_035784.1","Gnomon","mRNA",83729815,83758289,".","-",".","ID=rna38533","Parent=gene22202","Dbxref=GeneID",111134465,"Genbank","Name=XM_022483495.1","gbkey=mRNA","gene=LOC111134465","model_evidence=Supporting evidence includes similarity to"," 1 Protein%2C and 99%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 5 samples with support for all annotated introns","product=poly [ADP-ribose] polymerase 14-like%2C transcript variant X5","transcript_id=XM_022483495.1","","",""
"443","XM_022483495.1","sp","Q460N5","PAR14_HUMAN",25.12,1083,666,34,3706,6774,802,1799,8e-65,249,"NC_035784.1",83751100,83751200,"DMR",63,"NC_035784.1","Gnomon","mRNA",83729815,83758289,".","-",".","ID=rna38533","Parent=gene22202","Dbxref=GeneID",111134465,"Genbank","Name=XM_022483495.1","gbkey=mRNA","gene=LOC111134465","model_evidence=Supporting evidence includes similarity to"," 1 Protein%2C and 99%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 5 samples with support for all annotated introns","product=poly [ADP-ribose] polymerase 14-like%2C transcript variant X5","transcript_id=XM_022483495.1","","",""
"444","XM_022483496.1","sp","Q460N5","PAR14_HUMAN",25.12,1083,666,34,3640,6708,802,1799,8e-65,249,"NC_035784.1",83751100,83751200,"DMR",63,"NC_035784.1","Gnomon","mRNA",83729815,83758312,".","-",".","ID=rna38531","Parent=gene22202","Dbxref=GeneID",111134465,"Genbank","Name=XM_022483496.1","gbkey=mRNA","gene=LOC111134465","model_evidence=Supporting evidence includes similarity to"," 1 Protein%2C and 99%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 13 samples with support for all annotated introns","product=poly [ADP-ribose] polymerase 14-like%2C transcript variant X6","transcript_id=XM_022483496.1","","",""
"445","XM_022483496.1","sp","Q460N5","PAR14_HUMAN",26.92,182,121,5,3610,4155,1217,1386,4e-07,60.1,"NC_035784.1",83751100,83751200,"DMR",63,"NC_035784.1","Gnomon","mRNA",83729815,83758312,".","-",".","ID=rna38531","Parent=gene22202","Dbxref=GeneID",111134465,"Genbank","Name=XM_022483496.1","gbkey=mRNA","gene=LOC111134465","model_evidence=Supporting evidence includes similarity to"," 1 Protein%2C and 99%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 13 samples with support for all annotated introns","product=poly [ADP-ribose] polymerase 14-like%2C transcript variant X6","transcript_id=XM_022483496.1","","",""
"446","XM_022484588.1","sp","Q61909","MTG8_MOUSE",47.21,574,253,14,153,1745,1,567,2e-146,445,"NC_035784.1",36640000,36640100,"DMR",51,"NC_035784.1","Gnomon","mRNA",36637160,36652256,".","+",".","ID=rna33049","Parent=gene19202","Dbxref=GeneID",111134966,"Genbank","Name=XM_022484588.1","gbkey=mRNA","gene=LOC111134966","model_evidence=Supporting evidence includes similarity to"," 11 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 16 samples with support for all annotated introns","product=protein CBFA2T1-like%2C transcript variant X6","transcript_id=XM_022484588.1","","",""
"447","XM_022484589.1","sp","Q06455","MTG8_HUMAN",47.1,569,251,14,342,1919,33,594,2e-144,443,"NC_035784.1",36640000,36640100,"DMR",51,"NC_035784.1","Gnomon","mRNA",36621681,36652256,".","+",".","ID=rna33048","Parent=gene19202","Dbxref=GeneID",111134966,"Genbank","Name=XM_022484589.1","gbkey=mRNA","gene=LOC111134966","model_evidence=Supporting evidence includes similarity to"," 11 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 9 samples with support for all annotated introns","product=protein CBFA2T1-like%2C transcript variant X7","transcript_id=XM_022484589.1","","",""
"448","XM_022484868.1","sp","Q9UKK3","PARP4_HUMAN",42.65,987,539,15,1070,3985,237,1211,0,695,"NC_035784.1",30992500,30992600,"DMR",64,"NC_035784.1","Gnomon","mRNA",30974197,31006870,".","+",".","ID=rna32325","Parent=gene18784","Dbxref=GeneID",111135118,"Genbank","Name=XM_022484868.1","gbkey=mRNA","gene=LOC111135118","model_evidence=Supporting evidence includes similarity to"," 3 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 1 sample with support for all annotated introns","product=uncharacterized LOC111135118%2C transcript variant X1","transcript_id=XM_022484868.1","","",""
"449","XM_022484869.1","sp","Q9UKK3","PARP4_HUMAN",42.65,987,539,15,1065,3980,237,1211,0,695,"NC_035784.1",30992500,30992600,"DMR",64,"NC_035784.1","Gnomon","mRNA",30974202,31022269,".","+",".","ID=rna32326","Parent=gene18784","Dbxref=GeneID",111135118,"Genbank","Name=XM_022484869.1","gbkey=mRNA","gene=LOC111135118","model_evidence=Supporting evidence includes similarity to"," 7 Proteins%2C and 98%25 coverage of the annotated genomic feature by RNAseq alignments","product=uncharacterized LOC111135118%2C transcript variant X2","transcript_id=XM_022484869.1","","",""
"450","XM_022486142.1","sp","Q16206","ENOX2_HUMAN",49.03,516,250,5,408,1943,98,604,7e-111,357,"NC_035784.1",68845100,68845200,"DMR",-56,"NC_035784.1","Gnomon","mRNA",68836173,68846605,".","+",".","ID=rna37033","Parent=gene21328","Dbxref=GeneID",111135786,"Genbank","Name=XM_022486142.1","gbkey=mRNA","gene=LOC111135786","model_evidence=Supporting evidence includes similarity to"," 8 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 20 samples with support for all annotated introns","product=ecto-NOX disulfide-thiol exchanger 2-like%2C transcript variant X1","transcript_id=XM_022486142.1","","",""
"451","XM_022486143.1","sp","Q16206","ENOX2_HUMAN",48.84,516,251,5,385,1920,98,604,7e-111,357,"NC_035784.1",68845100,68845200,"DMR",-56,"NC_035784.1","Gnomon","mRNA",68836187,68846605,".","+",".","ID=rna37034","Parent=gene21328","Dbxref=GeneID",111135786,"Genbank","Name=XM_022486143.1","gbkey=mRNA","gene=LOC111135786","model_evidence=Supporting evidence includes similarity to"," 8 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 6 samples with support for all annotated introns","product=ecto-NOX disulfide-thiol exchanger 2-like%2C transcript variant X2","transcript_id=XM_022486143.1","","",""
"452","XM_022486265.1","sp","Q6GPF3","CUL3B_XENLA",78.16,760,158,4,440,2701,11,768,0,1211,"NC_035784.1",96023500,96023600,"DMR",57,"NC_035784.1","Gnomon","mRNA",96017715,96035012,".","+",".","ID=rna39597","Parent=gene22811","Dbxref=GeneID",111135851,"Genbank","Name=XM_022486265.1","gbkey=mRNA","gene=LOC111135851","model_evidence=Supporting evidence includes similarity to"," 1 EST%2C 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 25 samples with support for all annotated introns","product=cullin-3-B-like","transcript_id=XM_022486265.1","","",""
"453","XM_022487062.1","sp","Q5ZI67","NHLC2_CHICK",46.84,696,344,10,130,2139,16,711,0,627,"NC_035784.1",78125100,78125200,"DMR",51,"NC_035784.1","Gnomon","mRNA",78118361,78125680,".","-",".","ID=rna37943","Parent=gene21874","Dbxref=GeneID",111136306,"Genbank","Name=XM_022487062.1","gbkey=mRNA","gene=LOC111136306","model_evidence=Supporting evidence includes similarity to"," 4 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 24 samples with support for all annotated introns","product=NHL repeat-containing protein 2-like","transcript_id=XM_022487062.1","","",""
"454","XM_022487323.1","sp","Q99MD8","MYNN_MOUSE",27.7,213,121,9,2958,3545,297,493,6e-07,58.2,"NC_035784.1",36959800,36959900,"DMR",53,"NC_035784.1","Gnomon","mRNA",36954147,36962037,".","-",".","ID=rna33097","Parent=gene19229","Dbxref=GeneID",111136461,"Genbank","Name=XM_022487323.1","gbkey=mRNA","gene=LOC111136461","model_evidence=Supporting evidence includes similarity to"," 1 EST%2C 4 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 3 samples with support for all annotated introns","product=uncharacterized LOC111136461%2C transcript variant X1","transcript_id=XM_022487323.1","","",""
"455","XM_022487324.1","sp","Q99MD8","MYNN_MOUSE",27.7,213,121,9,2808,3395,297,493,6e-07,58.2,"NC_035784.1",36959800,36959900,"DMR",53,"NC_035784.1","Gnomon","mRNA",36954147,36962294,".","-",".","ID=rna33096","Parent=gene19229","Dbxref=GeneID",111136461,"Genbank","Name=XM_022487324.1","gbkey=mRNA","gene=LOC111136461","model_evidence=Supporting evidence includes similarity to"," 1 EST%2C 4 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 24 samples with support for all annotated introns","product=uncharacterized LOC111136461%2C transcript variant X2","transcript_id=XM_022487324.1","","",""
"456","XM_022487325.1","sp","Q99MD8","MYNN_MOUSE",27.7,213,121,9,2815,3402,297,493,6e-07,58.2,"NC_035784.1",36959800,36959900,"DMR",53,"NC_035784.1","Gnomon","mRNA",36954147,36961797,".","-",".","ID=rna33098","Parent=gene19229","Dbxref=GeneID",111136461,"Genbank","Name=XM_022487325.1","gbkey=mRNA","gene=LOC111136461","model_evidence=Supporting evidence includes similarity to"," 1 EST%2C 4 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 12 samples with support for all annotated introns","product=uncharacterized LOC111136461%2C transcript variant X3","transcript_id=XM_022487325.1","","",""
"457","XM_022487483.1","sp","Q5ZML6","F210A_CHICK",41.76,170,72,5,329,823,94,241,1e-30,125,"NC_035784.1",36745800,36745900,"DMR",63,"NC_035784.1","Gnomon","mRNA",36743644,36747147,".","+",".","ID=rna33066","Parent=gene19210","Dbxref=GeneID",111136550,"Genbank","Name=XM_022487483.1","gbkey=mRNA","gene=LOC111136550","model_evidence=Supporting evidence includes similarity to"," 2 ESTs%2C 3 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 24 samples with support for all annotated introns","product=protein FAM210A-like","transcript_id=XM_022487483.1","","",""
"458","XM_022488137.1","sp","Q5ZLT0","XPO7_CHICK",69.57,23,7,0,3077,3145,1057,1079,1.2,37.4,"NC_035784.1",86660200,86660300,"DMR",-54,"NC_035784.1","Gnomon","mRNA",86527342,86702650,".","-",".","ID=rna38768","Parent=gene22316","Dbxref=GeneID",111136950,"Genbank","Name=XM_022488137.1","gbkey=mRNA","gene=LOC111136950","model_evidence=Supporting evidence includes similarity to"," 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 6 samples with support for all annotated introns","product=exportin-7-like%2C transcript variant X1","transcript_id=XM_022488137.1","","",""
"459","XM_022488137.1","sp","Q5ZLT0","XPO7_CHICK",72.91,1015,261,9,55,3090,15,1018,0,1486,"NC_035784.1",86660200,86660300,"DMR",-54,"NC_035784.1","Gnomon","mRNA",86527342,86702650,".","-",".","ID=rna38768","Parent=gene22316","Dbxref=GeneID",111136950,"Genbank","Name=XM_022488137.1","gbkey=mRNA","gene=LOC111136950","model_evidence=Supporting evidence includes similarity to"," 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 6 samples with support for all annotated introns","product=exportin-7-like%2C transcript variant X1","transcript_id=XM_022488137.1","","",""
"460","XM_022488138.1","sp","Q5ZLT0","XPO7_CHICK",72.39,1090,281,10,55,3315,15,1087,0,1583,"NC_035784.1",86660200,86660300,"DMR",-54,"NC_035784.1","Gnomon","mRNA",86527342,86702650,".","-",".","ID=rna38769","Parent=gene22316","Dbxref=GeneID",111136950,"Genbank","Name=XM_022488138.1","gbkey=mRNA","gene=LOC111136950","model_evidence=Supporting evidence includes similarity to"," 7 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 11 samples with support for all annotated introns","product=exportin-7-like%2C transcript variant X2","transcript_id=XM_022488138.1","","",""
"461","XM_022488765.1","sp","Q7T3C6","CPSF5_DANRE",81.9,221,37,2,46,705,10,228,3e-120,372,"NC_035784.1",14145200,14145300,"DMR",56,"NC_035784.1","Gnomon","mRNA",14132625,14151327,".","-",".","ID=rna30439","Parent=gene17678","Dbxref=GeneID",111137332,"Genbank","Name=XM_022488765.1","gbkey=mRNA","gene=LOC111137332","model_evidence=Supporting evidence includes similarity to"," 2 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 26 samples with support for all annotated introns","product=cleavage and polyadenylation specificity factor subunit 5-like%2C transcript variant X1","transcript_id=XM_022488765.1","","",""
"462","XM_022488923.1","sp","P20693","FCER2_MOUSE",35.94,128,66,5,223,600,193,306,4e-14,77.8,"NC_035784.1",53639100,53639200,"DMR",53,"NC_035784.1","Gnomon","mRNA",53633903,53640094,".","+",".","ID=rna35071","Parent=gene20347","Dbxref=GeneID",111137459,"Genbank","Name=XM_022488923.1","gbkey=mRNA","gene=LOC111137459","model_evidence=Supporting evidence includes similarity to"," 2 ESTs%2C 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 25 samples with support for all annotated introns","product=uncharacterized LOC111137459","transcript_id=XM_022488923.1","","",""
"463","XM_022489262.1","sp","Q9UJU3","ZN112_HUMAN",25.52,286,181,6,2227,2991,291,575,9e-11,70.9,"NC_035780.1",26629500,26629600,"DMR",65,"NC_035780.1","Gnomon","mRNA",26589728,26639094,".","+",".","ID=rna2715","Parent=gene1618","Dbxref=GeneID",111137675,"Genbank","Name=XM_022489262.1","gbkey=mRNA","gene=LOC111137675","model_evidence=Supporting evidence includes similarity to"," 16 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 4 samples with support for all annotated introns","product=zinc finger protein 26-like%2C transcript variant X2","transcript_id=XM_022489262.1","","",""
"464","XM_022489262.1","sp","Q9UJU3","ZN112_HUMAN",33.08,263,155,5,2215,2991,638,883,4e-33,143,"NC_035780.1",26629500,26629600,"DMR",65,"NC_035780.1","Gnomon","mRNA",26589728,26639094,".","+",".","ID=rna2715","Parent=gene1618","Dbxref=GeneID",111137675,"Genbank","Name=XM_022489262.1","gbkey=mRNA","gene=LOC111137675","model_evidence=Supporting evidence includes similarity to"," 16 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 4 samples with support for all annotated introns","product=zinc finger protein 26-like%2C transcript variant X2","transcript_id=XM_022489262.1","","",""
"465","XM_022489262.1","sp","Q9UJU3","ZN112_HUMAN",31.13,257,150,9,2239,2991,396,631,6e-13,77.8,"NC_035780.1",26629500,26629600,"DMR",65,"NC_035780.1","Gnomon","mRNA",26589728,26639094,".","+",".","ID=rna2715","Parent=gene1618","Dbxref=GeneID",111137675,"Genbank","Name=XM_022489262.1","gbkey=mRNA","gene=LOC111137675","model_evidence=Supporting evidence includes similarity to"," 16 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 4 samples with support for all annotated introns","product=zinc finger protein 26-like%2C transcript variant X2","transcript_id=XM_022489262.1","","",""
"466","XM_022489262.1","sp","Q9UJU3","ZN112_HUMAN",35.09,114,74,0,2203,2544,774,887,4e-14,81.6,"NC_035780.1",26629500,26629600,"DMR",65,"NC_035780.1","Gnomon","mRNA",26589728,26639094,".","+",".","ID=rna2715","Parent=gene1618","Dbxref=GeneID",111137675,"Genbank","Name=XM_022489262.1","gbkey=mRNA","gene=LOC111137675","model_evidence=Supporting evidence includes similarity to"," 16 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 4 samples with support for all annotated introns","product=zinc finger protein 26-like%2C transcript variant X2","transcript_id=XM_022489262.1","","",""
"467","XM_022489262.1","sp","Q9UJU3","ZN112_HUMAN",29.39,279,170,5,2179,2991,540,799,6e-26,120,"NC_035780.1",26629500,26629600,"DMR",65,"NC_035780.1","Gnomon","mRNA",26589728,26639094,".","+",".","ID=rna2715","Parent=gene1618","Dbxref=GeneID",111137675,"Genbank","Name=XM_022489262.1","gbkey=mRNA","gene=LOC111137675","model_evidence=Supporting evidence includes similarity to"," 16 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 4 samples with support for all annotated introns","product=zinc finger protein 26-like%2C transcript variant X2","transcript_id=XM_022489262.1","","",""
"468","XM_022489262.1","sp","Q9UJU3","ZN112_HUMAN",30.19,265,160,4,2215,2991,526,771,2e-28,127,"NC_035780.1",26629500,26629600,"DMR",65,"NC_035780.1","Gnomon","mRNA",26589728,26639094,".","+",".","ID=rna2715","Parent=gene1618","Dbxref=GeneID",111137675,"Genbank","Name=XM_022489262.1","gbkey=mRNA","gene=LOC111137675","model_evidence=Supporting evidence includes similarity to"," 16 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 4 samples with support for all annotated introns","product=zinc finger protein 26-like%2C transcript variant X2","transcript_id=XM_022489262.1","","",""
"469","XM_022489262.1","sp","Q9UJU3","ZN112_HUMAN",40.24,82,49,0,2197,2442,800,881,1e-09,67,"NC_035780.1",26629500,26629600,"DMR",65,"NC_035780.1","Gnomon","mRNA",26589728,26639094,".","+",".","ID=rna2715","Parent=gene1618","Dbxref=GeneID",111137675,"Genbank","Name=XM_022489262.1","gbkey=mRNA","gene=LOC111137675","model_evidence=Supporting evidence includes similarity to"," 16 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 4 samples with support for all annotated introns","product=zinc finger protein 26-like%2C transcript variant X2","transcript_id=XM_022489262.1","","",""
