chr,DMLB.start,DMLB.end,strand,pvalue,qvalue,meth.diff,Uniprot,Genbank,evalue,Product,GO
NC_035787.1,53534233,53534233,+,1.835489e-47,2.475334e-44,-40.15873,Q8BIE6,XM_022446727.1,4e-157,FERM domain-containing protein 4A-like,GO:0005737; GO:0005856; GO:0005912; GO:0005923; GO:0030674; GO:0050709; GO:0050714; GO:0090162
NC_035780.1,18967805,18967805,+,1.008019e-12,3.319576e-11,21.7392,Q7T3C7,XM_022484596.1,1e-108,reticulon-4-interacting protein 1 homolog,GO:0005739; GO:0005741; GO:0010842; GO:0016491; GO:0042462; GO:0050773
NC_035780.1,63720294,63720294,+,2.002803e-06,1.992822e-05,-20.72128,Q14444,XM_022479490.1,4e-48,caprin-1-like,GO:0000932; GO:0003723; GO:0005829; GO:0010494; GO:0016020; GO:0017148; GO:0030425; GO:0045202; GO:0050775; GO:0061003
NC_035782.1,17460397,17460397,+,4.992102e-08,7.138248e-07,36.94758,Q9NQX5,XM_022472863.1,8e-14,neural proliferation differentiation and control protein 1-like,GO:0005886; GO:0016021; GO:0050776
NC_035784.1,68693108,68693108,+,2.619911e-22,3.040198e-20,-58.5348,P21783,XM_022490344.1,0,fibrillin-2-like,GO:0000122; GO:0001525; GO:0005509; GO:0005654; GO:0005886; GO:0016021; GO:0030154; GO:0038023; GO:0050793; GO:0060271; GO:0061314
NC_035785.1,45989362,45989362,+,1.11754e-05,9.217955e-05,23.58363,Q5R9H4,XM_022432844.1,0,APOBEC1 complementation factor-like,GO:0003727; GO:0005737; GO:0005783; GO:0006397; GO:0016556; GO:0030895; GO:0050821
NC_035782.1,35379524,35379524,+,1.90475e-11,5.146938e-10,28.66073,Q9D113,XM_022471142.1,5e-24,DNL-type zinc finger protein-like,GO:0005654; GO:0005739; GO:0006457; GO:0008270; GO:0030150; GO:0050821; GO:0051087
NC_035787.1,8829524,8829524,+,6.596422e-29,1.615058e-26,37.70011,Q9DA39,XM_022440124.1,2e-65,protein lifeguard 4-like,GO:0000139; GO:0005794; GO:0005795; GO:0006915; GO:0016021; GO:0043066; GO:0050848
NC_035783.1,35687046,35687046,+,2.066799e-18,1.483875e-16,-28.29194,Q1L9A2,XM_022477935.1,3e-22,optic atrophy 3 protein homolog,GO:0005739; GO:0007626; GO:0019216; GO:0031413; GO:0050881
NC_035783.1,25992628,25992628,+,0.05937902,0.1128251,11.85038,Q96Q07,XM_022472973.1,0,BTB/POZ domain-containing protein 9-like,GO:0007616; GO:0008344; GO:0042428; GO:0042748; GO:0048512; GO:0050951; GO:0060586; GO:1900242
NC_035781.1,22837133,22837133,+,2.901678e-07,3.507466e-06,14.86859,Q6NRK1,XM_022462252.1,3e-37,afadin- and alpha-actinin-binding protein-like,GO:0005874; GO:0005912; GO:0007098; GO:0007155; GO:0034451; GO:0051011
NC_035782.1,49032394,49032394,+,7.922414e-22,8.642616e-20,-35.7867,Q8NHH1,XM_022468872.1,3e-110,tubulin polyglutamylase TTLL11-like,GO:0005524; GO:0005829; GO:0005874; GO:0005929; GO:0016874; GO:0018095; GO:0051013
NC_035784.1,2627044,2627044,+,6.668656e-06,5.81147e-05,24.77949,O88845,XM_022486676.1,9e-116,A-kinase anchor protein 10,GO:0005739; GO:0005829; GO:0005886; GO:0008104; GO:0032991; GO:0051018
NC_035780.1,56915446,56915446,+,7.680548e-08,1.056003e-06,-14.80057,Q91V57,XM_022474312.1,2e-148,N-chimaerin-like,GO:0005096; GO:0008045; GO:0035556; GO:0043087; GO:0046872; GO:0046875; GO:0048013; GO:0050770; GO:0051056
NC_035784.1,53739029,53739029,+,1.460162e-66,1.040847e-62,-44.65797,Q96DR7,XM_022489492.1,6e-112,protein piccolo-like,GO:0001726; GO:0001886; GO:0005089; GO:0005829; GO:0007186; GO:0035023; GO:0043065; GO:0051056; GO:0097178
NC_035788.1,91146224,91146224,+,0.003501825,0.01259418,5.234504,Q9BE31,XM_022454715.1,1e-91,rho GTPase-activating protein 15-like,GO:0001891; GO:0005096; GO:0006911; GO:0007015; GO:0007165; GO:0051058
NC_035785.1,42647724,42647724,+,2.436307e-16,1.323971e-14,31.30267,E2R9X2,XM_022430705.1,4e-92,AT-rich interactive domain-containing protein 5B-like,GO:0003713; GO:0005634; GO:0006357; GO:0044212; GO:0051091; GO:0060612
NC_035784.1,94684080,94684080,+,2.94167e-11,7.705181e-10,33.22642,Q9JMJ2,XM_022488799.1,5e-65,F-box/WD repeat-containing protein 4-like,GO:0002053; GO:0016055; GO:0019005; GO:0031146; GO:0042733; GO:0051216; GO:0060173
NC_035780.1,45042879,45042879,+,0.0108508,0.03111584,-14.21667,Q20655,XM_022474481.1,2e-110,14-3-3 protein gamma-like,GO:0005634; GO:0005737; GO:0008134; GO:0019904; GO:0040024; GO:0042308; GO:0051220
NC_035783.1,5879394,5879394,+,5.153217e-10,1.081311e-08,-26.28613,Q95LN3,XM_022476279.1,0,atlastin-2-like,GO:0003924; GO:0005525; GO:0005783; GO:0005789; GO:0007029; GO:0007030; GO:0016021; GO:0042802; GO:0051260; GO:0098826; GO:1990809
NC_035786.1,14751266,14751266,+,1.288297e-13,4.847928e-12,-31.98171,Q9CWU9,XM_022438159.1,8e-71,nucleoporin Nup37-like,GO:0000777; GO:0005654; GO:0007049; GO:0007059; GO:0015031; GO:0031080; GO:0051028; GO:0051301
NC_035781.1,7327779,7327779,+,5.877754e-33,2.21183e-30,-43.76197,Q8TDN4,XM_022457644.1,6e-54,CDK5 and ABL1 enzyme substrate 2-like,GO:0005634; GO:0005829; GO:0007049; GO:0051301; GO:0051726
NC_035781.1,59274912,59274912,+,5.334227e-40,3.75943e-37,61.24535,O42249,XM_022459280.1,0,guanine nucleotide-binding protein subunit beta-2-like 1,GO:0005840; GO:0030178; GO:0032880; GO:0051302; GO:2000114; GO:2000543
NC_035781.1,20835735,20835735,+,0.003384154,0.01224993,9.115782,A8IW99,XM_022462457.1,2e-42,mitochondrial cardiolipin hydrolase-like,GO:0004519; GO:0005741; GO:0016021; GO:0016042; GO:0034587; GO:0046872; GO:0051321
NC_035788.1,68202688,68202688,+,1.081985e-23,1.489762e-21,-50.54688,Q8N9W6,XM_022449999.1,2e-44,protein boule-like,GO:0003730; GO:0005737; GO:0007275; GO:0007281; GO:0007283; GO:0008494; GO:0045948; GO:0051321; GO:0070935
NC_035783.1,58029909,58029909,+,2.695038e-07,3.279613e-06,11.28884,Q8TEQ8,XM_022476253.1,1e-111,GPI ethanolamine phosphate transferase 3-like,GO:0005789; GO:0006506; GO:0016020; GO:0016021; GO:0051377
NC_035782.1,29466493,29466493,+,0.1243871,0.190373,6.845842,A0A0B4J1F4,XM_022466820.1,1e-21,arrestin domain-containing protein 4-like,GO:0005768; GO:0005769; GO:0005886; GO:0015031; GO:0016567; GO:0051443; GO:0140112; GO:1903561; GO:1990756
NC_035788.1,70777974,70777974,+,1.839203e-07,2.324654e-06,-28.15703,Q28G67,XM_022450491.1,6e-46,protein Simiate-like,GO:0016607; GO:0030027; GO:0030425; GO:0030426; GO:0030833; GO:0032433; GO:0048813; GO:0051489
NC_035782.1,52749378,52749378,+,8.411549e-25,1.301054e-22,34.50622,Q7Z7A1,XM_022470203.1,3e-40,centriolin-like,GO:0000086; GO:0005813; GO:0005815; GO:0005829; GO:0008092; GO:0010389; GO:0016020; GO:0051301; GO:0051493; GO:0090543; GO:0097711; GO:0120103
NC_035780.1,9964790,9964790,+,4.205379e-08,6.119935e-07,-19.67431,Q13136,XM_022469157.1,0,liprin-alpha-1-like,GO:0005737; GO:0005829; GO:0005925; GO:0007160; GO:0007165; GO:0007269; GO:0014047; GO:0048786; GO:0051497; GO:1903077
NC_035781.1,51787681,51787681,+,2.722868e-05,0.0002018809,12.17454,Q6P4Y0,XM_022463583.1,0,threonylcarbamoyladenosine tRNA methylthiotransferase-like,GO:0005783; GO:0005789; GO:0016021; GO:0035598; GO:0035600; GO:0046872; GO:0051539; GO:0061712
NC_035780.1,59232657,59232657,+,2.678451e-14,1.107838e-12,34.43129,Q5TKA1,XM_022453887.1,0,protein lin-9 homolog,GO:0000003; GO:0003677; GO:0005654; GO:0006351; GO:0007049; GO:0017053; GO:0051726; GO:0071897
NC_035785.1,11011062,11011062,+,1.347656e-23,1.8333e-21,34.02387,Q8JHV9,XM_022434261.1,9e-32,uncharacterized LOC111101678,GO:0005737; GO:0007275; GO:0016740; GO:0043027; GO:0043066; GO:0043154; GO:0046872; GO:0051865
NC_035787.1,46992346,46992346,+,1.406102e-05,0.0001129456,30.66261,Q7SY73,XM_022442579.1,1e-63,monoacylglycerol lipase abhd6-B-like,GO:0005765; GO:0016021; GO:0031902; GO:0031966; GO:0046464; GO:0047372; GO:0052651; GO:2001311
NC_035784.1,12965581,12965581,+,0.05319069,0.104175,11.08193,Q9Y305,XM_022485267.1,3e-99,acyl-coenzyme A thioesterase 9,GO:0003986; GO:0005739; GO:0005759; GO:0006637; GO:0047617; GO:0052689
NC_035781.1,2454891,2454891,+,7.112658e-52,1.314474e-48,-50.6016,Q7RX33,XM_022461749.1,5e-15,ergothioneine biosynthesis protein 1-like,GO:0005634; GO:0005737; GO:0016491; GO:0030745; GO:0046872; GO:0052699
NC_035787.1,35723249,35723249,+,8.303011e-10,1.68143e-08,25.26589,Q9VH78,XM_022443523.1,3e-139,dol-P-Man:Man(7)GlcNAc(2)-PP-Dol alpha-1,GO:0000009; GO:0005788; GO:0005789; GO:0006486; GO:0006488; GO:0016021; GO:0052824; GO:0052917
NC_035784.1,37189793,37189793,+,5.495446e-30,1.513312e-27,-38.53181,O18973,XM_022487974.1,3e-137,rab5 GDP/GTP exchange factor-like,GO:0003677; GO:0005769; GO:0006897; GO:0008270; GO:0015031; GO:0055037
NC_035788.1,90447658,90447658,+,4.668683e-25,7.381442e-23,-35.56619,Q68EK2,XM_022452579.1,3e-50,uncharacterized LOC111114293,GO:0001525; GO:0001756; GO:0004948; GO:0005886; GO:0007166; GO:0016021; GO:0048844; GO:0055064
NC_035787.1,51474327,51474327,+,1.897753e-76,2.959195e-72,-55.27485,Q8C2S5,XM_022442106.1,2e-27,F-box/LRR-repeat protein 5-like,GO:0005506; GO:0006511; GO:0016567; GO:0019005; GO:0031146; GO:0048471; GO:0055072; GO:1903364
NC_035780.1,9014098,9014098,+,4.745173e-06,4.300309e-05,28.95527,Q6GNV7,XM_022489186.1,1e-61,disrupted in renal carcinoma protein 2 homolog,GO:0005765; GO:0016021; GO:0055085
NC_035785.1,43682884,43682884,+,3.468412e-15,1.625654e-13,-26.44274,Q59990,XM_022434540.1,2e-25,putative cytochrome P450 120,GO:0004497; GO:0005506; GO:0016125; GO:0016705; GO:0020037; GO:0055114
NC_035781.1,31230718,31230718,+,0.0004987412,0.002487777,7.579455,Q5VYX0,XM_022463702.1,5e-96,renalase-like,GO:0002931; GO:0005576; GO:0005615; GO:0010459; GO:0016651; GO:0034356; GO:0045776; GO:0051379; GO:0055114; GO:0070404; GO:0071871; GO:0097621; GO:1902074
NC_035783.1,57083054,57083054,+,1.965194e-24,2.913232e-22,-41.8617,Q5ZJP7,XM_022476345.1,3e-36,BTB/POZ domain-containing protein KCTD7-like,GO:0005829; GO:0005886; GO:0030007; GO:0032411; GO:0051260; GO:0060081; GO:0090461
NC_035783.1,57401724,57401724,+,1.529112e-10,3.53862e-09,24.18685,B5X7E4,XM_022475857.1,7e-34,intraflagellar transport protein 43 homolog A-like,GO:0005929; GO:0030991; GO:0035721; GO:0060271
NC_035780.1,59805555,59805555,+,5.126288e-15,2.344564e-13,27.71193,O97902,XM_022466901.1,0,arf-GAP with SH3 domain,GO:0002102; GO:0005096; GO:0005737; GO:0031253; GO:0046872; GO:0060271; GO:0071803; GO:1903527
NC_035783.1,41375969,41375969,+,0.2786718,0.3266874,4.510703,A0A0R4IFG5,XM_022476694.1,1e-46,cilia- and flagella-associated protein 53-like,GO:0003341; GO:0005930; GO:0007368; GO:0060271; GO:0060287; GO:0097546
NC_035787.1,59176226,59176226,+,1.612697e-40,1.18688e-37,-61.24462,Q96N23,XM_022442894.1,3e-43,cilia- and flagella-associated protein 54-like,GO:0005930; GO:0007283; GO:0030154; GO:0060271; GO:0060294
NC_035788.1,61032823,61032823,+,0.07041863,0.1275008,12.7381,Q9D3N2,XM_022449900.1,4e-67,EF-hand calcium-binding domain-containing protein 1-like,GO:0005509; GO:0005930; GO:0045504; GO:0048487; GO:0060326; GO:0097729; GO:0120152; GO:1901317; GO:2000578
NC_035783.1,12761842,12761842,+,0.01304206,0.0359635,-15.46898,P41239,XM_022475005.1,4e-166,tyrosine-protein kinase CSK-like,GO:0002250; GO:0004715; GO:0005524; GO:0005737; GO:0034332; GO:0046872; GO:0060368
NC_035780.1,6435830,6435830,+,9.6591e-08,1.300444e-06,-16.13757,Q0VC84,XM_022469556.1,5e-47,glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1-like,GO:0001525; GO:0001822; GO:0016021; GO:0016263; GO:0016267; GO:0046872; GO:0060576
NC_035782.1,45377729,45377729,+,0.001666405,0.00684478,-21.39404,Q86V25,XM_022468709.1,8e-105,vasohibin-2-like,GO:0000768; GO:0001938; GO:0003779; GO:0004181; GO:0005576; GO:0005737; GO:0006508; GO:0045766; GO:0060716; GO:0140253
NC_035787.1,64715011,64715011,+,8.553958e-25,1.320625e-22,29.02316,Q9VN14,XM_022441906.1,3e-142,contactin-2-like,GO:0005886; GO:0005918; GO:0008366; GO:0019991; GO:0021682; GO:0031225; GO:0045197; GO:0060857; GO:0061343
NC_035786.1,50532389,50532389,+,0.04689908,0.09493067,7.746804,Q8R5F3,XM_022435808.1,1e-57,O-acetyl-ADP-ribose deacetylase 1-like,GO:0001883; GO:0005654; GO:0005730; GO:0006974; GO:0042278; GO:0051725; GO:0061463; GO:0090734; GO:0140291; GO:0140293
NC_035782.1,54186793,54186793,+,2.325505e-07,2.868258e-06,-14.92011,B2RRE7,XM_022472696.1,9e-11,uncharacterized LOC111127495,GO:0004843; GO:0005634; GO:0005737; GO:0016579; GO:0034122; GO:0045087; GO:0060090; GO:0061578; GO:0070536; GO:0071108; GO:1901537; GO:1903093; GO:2000660
NC_035784.1,58020869,58020869,+,0.0001206814,0.0007401936,11.56318,Q14AT5,XM_022469979.1,3e-73,anoctamin-6-like,GO:0005229; GO:0005634; GO:0005783; GO:0005886; GO:0006821; GO:0016021; GO:0017128; GO:0046983; GO:0061589; GO:0061590; GO:0061591
NC_035785.1,49302048,49302048,+,1.176623e-07,1.553618e-06,15.36577,Q32M45,XM_022431845.1,0,anoctamin-4-like,GO:0005229; GO:0005886; GO:0006821; GO:0016021; GO:0017128; GO:0034220; GO:0046983; GO:0061589; GO:0061590; GO:0061591
NC_035785.1,49302048,49302048,+,1.176623e-07,1.553618e-06,15.36577,Q8C5H1,XM_022431847.1,0,anoctamin-4-like,GO:0005886; GO:0006821; GO:0016021; GO:0017128; GO:0034220; GO:0046983; GO:0061589; GO:0061590; GO:0061591
NC_035780.1,44634072,44634072,+,1.605659e-06,1.635755e-05,-38.83539,Q86Y13,XM_022446996.1,2e-11,uncharacterized LOC111110478,GO:0000209; GO:0003723; GO:0004842; GO:0005737; GO:0019902; GO:0031593; GO:0046872; GO:0061630
NC_035781.1,5351167,5351167,+,2.894445e-13,1.036073e-11,-27.47935,Q5VTB9,XM_022462157.1,7e-81,E3 ubiquitin-protein ligase Rnf220-like,GO:0004842; GO:0005737; GO:0016567; GO:0046872; GO:0051865; GO:0061630; GO:0090263
NC_035784.1,22080325,22080325,+,0.0001389499,0.0008359517,-8.108108,Q3SZ52,XM_022489155.1,7e-58,ubiquitin-conjugating enzyme E2 variant 1-like,GO:0000151; GO:0005634; GO:0006301; GO:0035370; GO:0061631; GO:0070534
NC_035782.1,58195033,58195033,+,0.07939953,0.1389131,-3.215444,A2VE99,XM_022467896.1,0,septin-11-like,GO:0003924; GO:0005525; GO:0005940; GO:0015630; GO:0030054; GO:0030424; GO:0031105; GO:0043197; GO:0061640
NC_035788.1,54292882,54292882,+,1.959729e-09,3.698158e-08,23.31056,Q28CQ4,XM_022457468.1,2e-101,SUMO-conjugating enzyme UBC9-B,GO:0005524; GO:0005634; GO:0007049; GO:0007059; GO:0016925; GO:0051301; GO:0061656
NC_035788.1,64948475,64948475,+,3.144535e-12,9.595539e-11,-20.00487,Q32LQ3,XM_022453021.1,5e-130,probable tRNA N6-adenosine threonylcarbamoyltransferase,GO:0000408; GO:0002949; GO:0004222; GO:0005739; GO:0046872; GO:0061711
NC_035784.1,8463442,8463442,+,1.348419e-20,1.267109e-18,29.96451,Q8IVN8,XM_022485520.1,2e-31,somatomedin-B and thrombospondin type-1 domain-containing protein-like,GO:0005044; GO:0006955; GO:0030247; GO:0062023
NC_035783.1,15302938,15302938,+,1.575927e-07,2.025963e-06,32.15388,Q5RFP3,XM_022475263.1,0,endoplasmic reticulum aminopeptidase 1-like,GO:0002250; GO:0005789; GO:0008270; GO:0016021; GO:0019885; GO:0070006
NC_035780.1,46220638,46220638,+,0.0017016,0.006963321,12.54925,Q15404,XM_022458531.1,6e-111,ras suppressor protein 1-like,GO:0005829; GO:0005925; GO:0007165; GO:0010811; GO:0043547; GO:0070062
NC_035780.1,63948625,63948625,+,2.79513e-09,5.132917e-08,23.04855,Q96KP4,XM_022445450.1,0,cytosolic non-specific dipeptidase-like,GO:0004180; GO:0005654; GO:0005829; GO:0006750; GO:0008237; GO:0046872; GO:0070062; GO:0102008; GO:0103046
NC_035784.1,59932784,59932784,+,3.529246e-07,4.186938e-06,19.1347,Q9HD33,XM_022488041.1,8e-20,39S ribosomal protein L47,GO:0003735; GO:0005739; GO:0005743; GO:0005762; GO:0032543; GO:0070125; GO:0070126
NC_035784.1,10925030,10925030,+,0.04454128,0.0914303,4.207337,P62751,XM_022480834.1,9e-63,60S ribosomal protein L23a-like,GO:0000027; GO:0003735; GO:0005634; GO:0006412; GO:0022625; GO:0070180; GO:1904841
NC_035782.1,29165016,29165016,+,5.675099e-06,5.036007e-05,-12.85714,Q99N85,XM_022471432.1,7e-18,28S ribosomal protein S18a,GO:0003735; GO:0005739; GO:0005762; GO:0005763; GO:0032543; GO:0070181
NC_035785.1,14156208,14156208,+,1.6464e-22,1.967247e-20,64.49275,Q5I0K3,XM_022431473.1,9e-108,citrate lyase subunit beta-like protein,GO:0000287; GO:0004474; GO:0005739; GO:0047777; GO:0070207; GO:0106064
NC_035782.1,5829703,5829703,+,0.001443546,0.006073167,-18.01455,A2AX52,XM_022469598.1,1e-13,uncharacterized LOC111125619,GO:0005576; GO:0005581; GO:0007155; GO:0030198; GO:0031012; GO:0032991; GO:0062023; GO:0070208
NC_035783.1,51038373,51038373,+,2.982744e-36,1.518706e-33,37.79905,Q6VVX2,XM_022476796.1,0,collagen type IV alpha-3-binding protein-like,GO:0005783; GO:0005794; GO:0005829; GO:0035621; GO:0070273; GO:0120017
NC_035785.1,36423311,36423311,+,7.308829e-08,1.009122e-06,22.89964,Q0V9R4,XM_022433528.1,0,coiled-coil domain-containing protein 39-like,GO:0003341; GO:0005930; GO:0036159; GO:0060285; GO:0060287; GO:0070286
NC_035784.1,40272947,40272947,+,0.0236989,0.0570086,11.37269,Q16698,XM_022484313.1,2e-129,2,GO:0005634; GO:0005654; GO:0005739; GO:0005759; GO:0005829; GO:0006635; GO:0008670; GO:0051289; GO:0070402; GO:0120162
NC_035780.1,44500686,44500686,+,0.9383314,0.666606,0.2857143,Q8CB77,XM_022449359.1,4e-46,transcription elongation factor B polypeptide 3-like,GO:0006357; GO:0006368; GO:0008023; GO:0070449
NC_035780.1,2554691,2554691,+,1.86851e-12,5.903195e-11,20.79246,A2AM29,XM_022477722.1,5e-57,protein AF-9-like,GO:0003682; GO:0005694; GO:0007379; GO:0008023; GO:0009952; GO:0042393; GO:0045893; GO:0070577; GO:0090090; GO:0140030; GO:2000096
NC_035782.1,27426765,27426765,+,0.00479869,0.01625264,11.52519,Q9NZJ4,XM_022466874.1,4e-21,sacsin-like,GO:0005634; GO:0005737; GO:0005739; GO:0006457; GO:0030424; GO:0030425; GO:0030544; GO:0051087; GO:0070628; GO:0070852; GO:0090084
NC_035782.1,60327437,60327437,+,0.1066099,0.1712132,-5.234648,P34586,XM_022466005.1,0,transient-receptor-potential-like protein,GO:0005887; GO:0006828; GO:0007338; GO:0015279; GO:0034703; GO:0051480; GO:0070588; GO:0070679
NC_035784.1,67263396,67263396,+,2.889985e-31,9.279583e-29,43.36298,Q19981,XM_022485985.1,0,attractin-like protein 1,GO:0009887; GO:0009888; GO:0016021; GO:0016477; GO:0034446; GO:0043256; GO:0070831
NC_035788.1,103105833,103105833,+,2.089822e-10,4.713773e-09,20.52673,P15215,XM_022448172.1,0,laminin subunit gamma-1-like,GO:0005604; GO:0007435; GO:0007494; GO:0033627; GO:0034446; GO:0061031; GO:0070831; GO:0071711; GO:0085029
NC_035781.1,44588540,44588540,+,0.1162199,0.1817084,-7.270324,Q9NRY2,XM_022462342.1,5e-14,SOSS complex subunit C-like,GO:0005634; GO:0005654; GO:0006281; GO:0006974; GO:0010212; GO:0070876
NC_035783.1,57184897,57184897,+,4.094969e-15,1.901462e-13,41.39838,Q8WVN8,XM_022473669.1,1e-122,ubiquitin-conjugating enzyme E2 Q2-like,GO:0004842; GO:0005524; GO:0005829; GO:0016567; GO:0061631; GO:0070936
NC_035781.1,54155345,54155345,+,0.0003301114,0.001754872,-9.480773,P70711,XM_022457636.1,8e-50,ubiquitin-conjugating enzyme E2 D2B-like,GO:0000151; GO:0005524; GO:0006511; GO:0031625; GO:0061631; GO:0070936; GO:0070979; GO:0071276; GO:1903841
NC_035781.1,54283451,54283451,+,3.293663e-18,2.307603e-16,24.8533,Q8BZ36,XM_022462739.1,3e-165,RAD50-interacting protein 1-like,GO:0005783; GO:0005789; GO:0006890; GO:0007049; GO:0015031; GO:0060628; GO:0070939; GO:1902504
NC_035782.1,19354458,19354458,+,1.820964e-33,7.177141e-31,53.60175,Q52KN9,XM_022468469.1,0,pre-mRNA-splicing factor CWC22 homolog,GO:0000398; GO:0003723; GO:0005634; GO:0005681; GO:0016607; GO:0071005; GO:0071006; GO:0071007
NC_035784.1,40728019,40728019,+,6.62095e-17,3.890399e-15,-35.80597,Q9H5Z1,XM_022480963.1,0,probable ATP-dependent RNA helicase DHX35,GO:0000398; GO:0003723; GO:0005524; GO:0034459; GO:0071013
NC_035784.1,60827764,60827764,+,0.001189618,0.005168542,6.712963,Q9UKM9,XM_022487861.1,1e-25,heterogeneous nuclear ribonucleoprotein C-like,GO:0000398; GO:0003712; GO:0003723; GO:0005634; GO:0042632; GO:0071013; GO:1903506
NC_035785.1,14986474,14986474,+,2.825449e-09,5.186103e-08,26.10645,Q32PX7,XM_022432312.1,4e-18,far upstream element-binding protein 3-like,GO:0003677; GO:0003723; GO:0005634; GO:0006355; GO:0071222; GO:1900149
NC_035786.1,14669426,14669426,+,2.643424e-08,4.00552e-07,-20.57993,A2BE28,XM_022437771.1,1e-24,ribosomal biogenesis protein LAS1L-like,GO:0000460; GO:0000470; GO:0005730; GO:0005737; GO:0030687; GO:0071339
NC_035780.1,54163346,54163346,+,8.804199e-05,0.0005639588,-12.92929,A5D989,XM_022439392.1,7e-51,uncharacterized LOC111105223,GO:0001650; GO:0003746; GO:0005085; GO:0005783; GO:0005829; GO:0005853; GO:0006414; GO:0071479
NC_035787.1,49211337,49211337,+,4.877678e-23,6.227912e-21,-28.92977,A4D7T3,XM_022441321.1,9e-49,ankyrin repeat,GO:0007140; GO:0007275; GO:0007283; GO:0030154; GO:0031047; GO:0034587; GO:0043046; GO:0071546
NC_035780.1,56719079,56719079,+,6.305891e-10,1.304635e-08,-19.72521,Q4WVW4,XM_022481214.1,1e-106,vacuolar protein 8-like,GO:0000011; GO:0000329; GO:0016236; GO:0042144; GO:0043495; GO:0071255; GO:0071561; GO:0071562; GO:0071563
NC_035782.1,50695727,50695727,+,0.02045007,0.05089779,12.06414,Q9NUQ7,XM_022472335.1,8e-145,ufm1-specific protease 2-like,GO:0005634; GO:0005737; GO:0005783; GO:0006508; GO:0016790; GO:0033146; GO:0071567
NC_035785.1,571520,571520,+,0.0005732274,0.002799545,28.68085,Q8HXM1,XM_022431960.1,1e-12,cleavage stimulation factor subunit 2-like,GO:0003723; GO:0003729; GO:0005847; GO:0006378; GO:0071920; GO:0098789
NC_035784.1,10951324,10951324,+,9.537925e-12,2.699207e-10,-27.9255,Q503L9,XM_022489000.1,2e-94,nucleoredoxin-like,GO:0005634; GO:0005829; GO:0016055; GO:0030154; GO:0030178; GO:0031397; GO:0045454; GO:0047134; GO:0072358
NC_035780.1,48165058,48165058,+,1.874966e-86,6.682657e-82,72.74959,Q0VCK5,XM_022482955.1,0,AP-2 complex subunit alpha-2-like,GO:0006886; GO:0008289; GO:0030122; GO:0035615; GO:0048268; GO:0072583
